country_name,type,product,flow,year,value
Mexico,Balance,Total gas oil production,Consumption Pattern,2021,887
Netherlands,Balance,Total gas oil production,Consumption Pattern,2021,1016.793
Norway,Balance,Total gas oil production,Consumption Pattern,2021,143.382
New Zealand,Balance,Total gas oil production,Consumption Pattern,2021,237
Poland,Balance,Total gas oil production,Consumption Pattern,2021,750.392
Portugal,Balance,Total gas oil production,Consumption Pattern,2021,248.965
Slovakia,Balance,Total gas oil production,Consumption Pattern,2021,192.587
Slovenia,Balance,Total gas oil production,Consumption Pattern,2021,160
Spain,Balance,Total gas oil production,Consumption Pattern,2021,1213.619
Sweden,Balance,Total gas oil production,Consumption Pattern,2021,464.137
Switzerland,Balance,Total gas oil production,Consumption Pattern,2021,980.138
Türkiye,Balance,Total gas oil production,Consumption Pattern,2021,336.438
United Kingdom,Balance,Total gas oil production,Consumption Pattern,2021,1188
United States,Balance,Total gas oil production,Consumption Pattern,2021,22298
Australia,Balance,Total gas oil production,Consumption Pattern,2021,842.388
Austria,Balance,Total gas oil production,Consumption Pattern,2021,349.824
Belgium,Balance,Total gas oil production,Consumption Pattern,2021,504.7
Canada,Balance,Total gas oil production,Consumption Pattern,2021,1789.443
Chile,Balance,Total gas oil production,Consumption Pattern,2021,166.29
Czech Republic,Balance,Total gas oil production,Consumption Pattern,2021,420
Denmark,Balance,Total gas oil production,Consumption Pattern,2021,367
Estonia,Balance,Total gas oil production,Consumption Pattern,2021,88
Finland,Balance,Total gas oil production,Consumption Pattern,2021,303
France,Balance,Total gas oil production,Consumption Pattern,2021,1582
Germany,Balance,Total gas oil production,Consumption Pattern,2021,3266.918
Greece,Balance,Total gas oil production,Consumption Pattern,2021,458.174
Hungary,Balance,Total gas oil production,Consumption Pattern,2021,540
Iceland,Balance,Total gas oil production,Consumption Pattern,2021,0
Ireland,Balance,Total gas oil production,Consumption Pattern,2021,178.127
Israel,Balance,Total gas oil production,Consumption Pattern,2021,0
Italy,Balance,Total gas oil production,Consumption Pattern,2021,1536.298
Japan,Balance,Total gas oil production,Consumption Pattern,2021,1616.626
South Korea,Balance,Total gas oil production,Consumption Pattern,2021,933.982
Latvia,Balance,Total gas oil production,Consumption Pattern,2021,17.085
Lithuania,Balance,Total gas oil production,Consumption Pattern,2021,101.5
Luxembourg,Balance,Total gas oil production,Consumption Pattern,2021,7.283
Mexico,Balance,Total gas oil production,Consumption Pattern,2021,891
Netherlands,Balance,Total gas oil production,Consumption Pattern,2021,1184.045
Norway,Balance,Total gas oil production,Consumption Pattern,2021,185.386
New Zealand,Balance,Total gas oil production,Consumption Pattern,2021,209
Poland,Balance,Total gas oil production,Consumption Pattern,2021,749.436
Portugal,Balance,Total gas oil production,Consumption Pattern,2021,197.884
Slovakia,Balance,Total gas oil production,Consumption Pattern,2021,175.984
Slovenia,Balance,Total gas oil production,Consumption Pattern,2021,139
Spain,Balance,Total gas oil production,Consumption Pattern,2021,1244.918
Sweden,Balance,Total gas oil production,Consumption Pattern,2021,450.242
Switzerland,Balance,Total gas oil production,Consumption Pattern,2021,927.538
Türkiye,Balance,Total gas oil production,Consumption Pattern,2021,358.966
United Kingdom,Balance,Total gas oil production,Consumption Pattern,2021,982
United States,Balance,Total gas oil production,Consumption Pattern,2021,21285
Australia,Balance,Middle distillates,Consumption Pattern,2021,1936.134
Austria,Balance,Middle distillates,Consumption Pattern,2021,1186.67
Belgium,Balance,Middle distillates,Consumption Pattern,2021,3136.7
Canada,Balance,Middle distillates,Consumption Pattern,2021,2497.532
Chile,Balance,Middle distillates,Consumption Pattern,2021,299.552
Czech Republic,Balance,Middle distillates,Consumption Pattern,2021,995
Denmark,Balance,Middle distillates,Consumption Pattern,2021,1599
Estonia,Balance,Middle distillates,Consumption Pattern,2021,143
Finland,Balance,Middle distillates,Consumption Pattern,2021,2238
France,Balance,Middle distillates,Consumption Pattern,2021,10771
Germany,Balance,Middle distillates,Consumption Pattern,2021,9581.031
Greece,Balance,Middle distillates,Consumption Pattern,2021,1072.756
Hungary,Balance,Middle distillates,Consumption Pattern,2021,897
Iceland,Balance,Middle distillates,Consumption Pattern,2021,0
Ireland,Balance,Middle distillates,Consumption Pattern,2021,1040.727
Israel,Balance,Middle distillates,Consumption Pattern,2021,0
Italy,Balance,Middle distillates,Consumption Pattern,2021,4772.44
Japan,Balance,Middle distillates,Consumption Pattern,2021,5012.758
South Korea,Balance,Middle distillates,Consumption Pattern,2021,2892.028
Latvia,Balance,Middle distillates,Consumption Pattern,2021,316.263
Lithuania,Balance,Middle distillates,Consumption Pattern,2021,392.2
Luxembourg,Balance,Middle distillates,Consumption Pattern,2021,70.141
Mexico,Balance,Middle distillates,Consumption Pattern,2021,664
Netherlands,Balance,Middle distillates,Consumption Pattern,2021,3134.133
Norway,Balance,Middle distillates,Consumption Pattern,2021,458.836
New Zealand,Balance,Middle distillates,Consumption Pattern,2021,254
Poland,Balance,Middle distillates,Consumption Pattern,2021,2681.487
Portugal,Balance,Middle distillates,Consumption Pattern,2021,1091.412
Slovakia,Balance,Middle distillates,Consumption Pattern,2021,274.55
Slovenia,Balance,Middle distillates,Consumption Pattern,2021,477
Spain,Balance,Middle distillates,Consumption Pattern,2021,6138.075
Sweden,Balance,Middle distillates,Consumption Pattern,2021,1596.656
Switzerland,Balance,Middle distillates,Consumption Pattern,2021,2783.191
Türkiye,Balance,Middle distillates,Consumption Pattern,2021,2660.466
United Kingdom,Balance,Middle distillates,Consumption Pattern,2021,2584
United States,Balance,Middle distillates,Consumption Pattern,2021,19945
Australia,Balance,Middle distillates,Consumption Pattern,2021,1981.457
Austria,Balance,Middle distillates,Consumption Pattern,2021,1084.896
Belgium,Balance,Middle distillates,Consumption Pattern,2021,3218.4
Canada,Balance,Middle distillates,Consumption Pattern,2021,2457.379
Chile,Balance,Middle distillates,Consumption Pattern,2021,404.645
Czech Republic,Balance,Middle distillates,Consumption Pattern,2021,981
Denmark,Balance,Middle distillates,Consumption Pattern,2021,1453
Estonia,Balance,Middle distillates,Consumption Pattern,2021,186
Finland,Balance,Middle distillates,Consumption Pattern,2021,2447
France,Balance,Middle distillates,Consumption Pattern,2021,10542
Germany,Balance,Middle distillates,Consumption Pattern,2021,9713.968
Greece,Balance,Middle distillates,Consumption Pattern,2021,1169.736
Hungary,Balance,Middle distillates,Consumption Pattern,2021,738
Iceland,Balance,Middle distillates,Consumption Pattern,2021,0
Ireland,Balance,Middle distillates,Consumption Pattern,2021,987.487
Israel,Balance,Middle distillates,Consumption Pattern,2021,0
Italy,Balance,Middle distillates,Consumption Pattern,2021,4773.719
Japan,Balance,Middle distillates,Consumption Pattern,2021,4809.54
South Korea,Balance,Middle distillates,Consumption Pattern,2021,2523.572
Latvia,Balance,Middle distillates,Consumption Pattern,2021,354.723
Lithuania,Balance,Middle distillates,Consumption Pattern,2021,408.9
Luxembourg,Balance,Middle distillates,Consumption Pattern,2021,60.83
Mexico,Balance,Middle distillates,Consumption Pattern,2021,614
Netherlands,Balance,Middle distillates,Consumption Pattern,2021,3467.359
Norway,Balance,Middle distillates,Consumption Pattern,2021,892.471
New Zealand,Balance,Middle distillates,Consumption Pattern,2021,279
Poland,Balance,Middle distillates,Consumption Pattern,2021,2692.496
Portugal,Balance,Middle distillates,Consumption Pattern,2021,1263.795
Slovakia,Balance,Middle distillates,Consumption Pattern,2021,339.861
Slovenia,Balance,Middle distillates,Consumption Pattern,2021,462
Spain,Balance,Middle distillates,Consumption Pattern,2021,5961.072
Sweden,Balance,Middle distillates,Consumption Pattern,2021,1678.099
Switzerland,Balance,Middle distillates,Consumption Pattern,2021,2340.109
Türkiye,Balance,Middle distillates,Consumption Pattern,2021,2129.122
United Kingdom,Balance,Middle distillates,Consumption Pattern,2021,2536
United States,Balance,Middle distillates,Consumption Pattern,2021,18218
Australia,Balance,Residual fuel oil,Consumption Pattern,2021,135.096
Austria,Balance,Residual fuel oil,Consumption Pattern,2021,99.854
Belgium,Balance,Residual fuel oil,Consumption Pattern,2021,555.1
Canada,Balance,Residual fuel oil,Consumption Pattern,2021,301.166
Chile,Balance,Residual fuel oil,Consumption Pattern,2021,118.115
Czech Republic,Balance,Residual fuel oil,Consumption Pattern,2021,29
Denmark,Balance,Residual fuel oil,Consumption Pattern,2021,315
Estonia,Balance,Residual fuel oil,Consumption Pattern,2021,78
Finland,Balance,Residual fuel oil,Consumption Pattern,2021,386
France,Balance,Residual fuel oil,Consumption Pattern,2021,415
Germany,Balance,Residual fuel oil,Consumption Pattern,2021,1302.791
Greece,Balance,Residual fuel oil,Consumption Pattern,2021,624.778
Hungary,Balance,Residual fuel oil,Consumption Pattern,2021,31
Iceland,Balance,Residual fuel oil,Consumption Pattern,2021,0
Ireland,Balance,Residual fuel oil,Consumption Pattern,2021,55.496
Israel,Balance,Residual fuel oil,Consumption Pattern,2021,0
Italy,Balance,Residual fuel oil,Consumption Pattern,2021,1136.531
Japan,Balance,Residual fuel oil,Consumption Pattern,2021,1090.266
South Korea,Balance,Residual fuel oil,Consumption Pattern,2021,1517.956
Latvia,Balance,Residual fuel oil,Consumption Pattern,2021,0
Lithuania,Balance,Residual fuel oil,Consumption Pattern,2021,125.5
Luxembourg,Balance,Residual fuel oil,Consumption Pattern,2021,0
Mexico,Balance,Residual fuel oil,Consumption Pattern,2021,451
Netherlands,Balance,Residual fuel oil,Consumption Pattern,2021,2144.571
Norway,Balance,Residual fuel oil,Consumption Pattern,2021,17.996
New Zealand,Balance,Residual fuel oil,Consumption Pattern,2021,9
Poland,Balance,Residual fuel oil,Consumption Pattern,2021,57.074
Portugal,Balance,Residual fuel oil,Consumption Pattern,2021,283.038
Slovakia,Balance,Residual fuel oil,Consumption Pattern,2021,83.403
Slovenia,Balance,Residual fuel oil,Consumption Pattern,2021,0
Spain,Balance,Residual fuel oil,Consumption Pattern,2021,779.191
Sweden,Balance,Residual fuel oil,Consumption Pattern,2021,519.854
Switzerland,Balance,Residual fuel oil,Consumption Pattern,2021,62.454
Türkiye,Balance,Residual fuel oil,Consumption Pattern,2021,790.482
United Kingdom,Balance,Residual fuel oil,Consumption Pattern,2021,201
United States,Balance,Residual fuel oil,Consumption Pattern,2021,5202
Australia,Balance,Residual fuel oil,Consumption Pattern,2021,98.618
Austria,Balance,Residual fuel oil,Consumption Pattern,2021,140.234
Belgium,Balance,Residual fuel oil,Consumption Pattern,2021,503.9
Canada,Balance,Residual fuel oil,Consumption Pattern,2021,353.408
Chile,Balance,Residual fuel oil,Consumption Pattern,2021,61.409
Czech Republic,Balance,Residual fuel oil,Consumption Pattern,2021,35
Denmark,Balance,Residual fuel oil,Consumption Pattern,2021,725
Estonia,Balance,Residual fuel oil,Consumption Pattern,2021,68
Finland,Balance,Residual fuel oil,Consumption Pattern,2021,335
France,Balance,Residual fuel oil,Consumption Pattern,2021,526
Germany,Balance,Residual fuel oil,Consumption Pattern,2021,1360.773
Greece,Balance,Residual fuel oil,Consumption Pattern,2021,659.766
Hungary,Balance,Residual fuel oil,Consumption Pattern,2021,31
Iceland,Balance,Residual fuel oil,Consumption Pattern,2021,0
Ireland,Balance,Residual fuel oil,Consumption Pattern,2021,102.706
Israel,Balance,Residual fuel oil,Consumption Pattern,2021,0
Italy,Balance,Residual fuel oil,Consumption Pattern,2021,1364.929
Japan,Balance,Residual fuel oil,Consumption Pattern,2021,1068.116
South Korea,Balance,Residual fuel oil,Consumption Pattern,2021,1410.601
Latvia,Balance,Residual fuel oil,Consumption Pattern,2021,0
Lithuania,Balance,Residual fuel oil,Consumption Pattern,2021,103.6
Luxembourg,Balance,Residual fuel oil,Consumption Pattern,2021,0
Mexico,Balance,Residual fuel oil,Consumption Pattern,2021,476
Netherlands,Balance,Residual fuel oil,Consumption Pattern,2021,2233.854
Norway,Balance,Residual fuel oil,Consumption Pattern,2021,73.16
New Zealand,Balance,Residual fuel oil,Consumption Pattern,2021,19
Poland,Balance,Residual fuel oil,Consumption Pattern,2021,72.032
Portugal,Balance,Residual fuel oil,Consumption Pattern,2021,167.086
Slovakia,Balance,Residual fuel oil,Consumption Pattern,2021,88.166
Slovenia,Balance,Residual fuel oil,Consumption Pattern,2021,0
Spain,Balance,Residual fuel oil,Consumption Pattern,2021,1107.932
Sweden,Balance,Residual fuel oil,Consumption Pattern,2021,464.63
Switzerland,Balance,Residual fuel oil,Consumption Pattern,2021,50.997
Türkiye,Balance,Residual fuel oil,Consumption Pattern,2021,1237.216
United Kingdom,Balance,Residual fuel oil,Consumption Pattern,2021,239
United States,Balance,Residual fuel oil,Consumption Pattern,2021,5842
Australia,Balance,Crude oil,Industrial Production,2022,1469.537
Austria,Balance,Crude oil,Industrial Production,2022,41.264
Belgium,Balance,Crude oil,Industrial Production,2022,0
Canada,Balance,Crude oil,Industrial Production,2022,23736.898
Chile,Balance,Crude oil,Industrial Production,2022,29.395
Czech Republic,Balance,Crude oil,Industrial Production,2022,8
Denmark,Balance,Crude oil,Industrial Production,2022,248
Estonia,Balance,Crude oil,Industrial Production,2022,0
Finland,Balance,Crude oil,Industrial Production,2022,0
France,Balance,Crude oil,Industrial Production,2022,66
Germany,Balance,Crude oil,Industrial Production,2022,242.485
Greece,Balance,Crude oil,Industrial Production,2022,0
Hungary,Balance,Crude oil,Industrial Production,2022,94
Iceland,Balance,Crude oil,Industrial Production,2022,0
Ireland,Balance,Crude oil,Industrial Production,2022,0
Israel,Balance,Crude oil,Industrial Production,2022,14
Italy,Balance,Crude oil,Industrial Production,2022,406.72
Japan,Balance,Crude oil,Industrial Production,2022,27.859
South Korea,Balance,Crude oil,Industrial Production,2022,95.974
Latvia,Balance,Crude oil,Industrial Production,2022,0
Lithuania,Balance,Crude oil,Industrial Production,2022,2.2
Luxembourg,Balance,Crude oil,Industrial Production,2022,0
Mexico,Balance,Crude oil,Industrial Production,2022,8085
Netherlands,Balance,Crude oil,Industrial Production,2022,41.845
Norway,Balance,Crude oil,Industrial Production,2022,8035.956
New Zealand,Balance,Crude oil,Industrial Production,2022,72
Poland,Balance,Crude oil,Industrial Production,2022,81.101
Portugal,Balance,Crude oil,Industrial Production,2022,0
Slovakia,Balance,Crude oil,Industrial Production,2022,0.124
Slovenia,Balance,Crude oil,Industrial Production,2022,0
Spain,Balance,Crude oil,Industrial Production,2022,0.086
Sweden,Balance,Crude oil,Industrial Production,2022,0
Switzerland,Balance,Crude oil,Industrial Production,2022,0
Türkiye,Balance,Crude oil,Industrial Production,2022,322.391
United Kingdom,Balance,Crude oil,Industrial Production,2022,2997
United States,Balance,Crude oil,Industrial Production,2022,63868
Australia,Balance,Crude oil,Industrial Production,2023,1345.061
Austria,Balance,Crude oil,Industrial Production,2023,38.864
Belgium,Balance,Crude oil,Industrial Production,2023,0
Canada,Balance,Crude oil,Industrial Production,2023,25648.94
Chile,Balance,Crude oil,Industrial Production,2023,37.72
Czech Republic,Balance,Crude oil,Industrial Production,2023,6
Denmark,Balance,Crude oil,Industrial Production,2023,243
Estonia,Balance,Crude oil,Industrial Production,2023,0
Finland,Balance,Crude oil,Industrial Production,2023,0
France,Balance,Crude oil,Industrial Production,2023,94
Germany,Balance,Crude oil,Industrial Production,2023,238.652
Greece,Balance,Crude oil,Industrial Production,2023,5
Hungary,Balance,Crude oil,Industrial Production,2023,105
Iceland,Balance,Crude oil,Industrial Production,2023,0
Ireland,Balance,Crude oil,Industrial Production,2023,0
Israel,Balance,Crude oil,Industrial Production,2023,14
Italy,Balance,Crude oil,Industrial Production,2023,395.618
Japan,Balance,Crude oil,Industrial Production,2023,27.251
South Korea,Balance,Crude oil,Industrial Production,2023,105.545
Latvia,Balance,Crude oil,Industrial Production,2023,0
Lithuania,Balance,Crude oil,Industrial Production,2023,2
Luxembourg,Balance,Crude oil,Industrial Production,2023,0
Mexico,Balance,Crude oil,Industrial Production,2023,8257
Netherlands,Balance,Crude oil,Industrial Production,2023,58.477
Norway,Balance,Crude oil,Industrial Production,2023,8531.343
New Zealand,Balance,Crude oil,Industrial Production,2023,77
Poland,Balance,Crude oil,Industrial Production,2023,77.739
Portugal,Balance,Crude oil,Industrial Production,2023,0
Slovakia,Balance,Crude oil,Industrial Production,2023,0.124
Slovenia,Balance,Crude oil,Industrial Production,2023,0
Spain,Balance,Crude oil,Industrial Production,2023,0.138
Sweden,Balance,Crude oil,Industrial Production,2023,0
Switzerland,Balance,Crude oil,Industrial Production,2023,0
Türkiye,Balance,Crude oil,Industrial Production,2023,394.424
United Kingdom,Balance,Crude oil,Industrial Production,2023,2769
United States,Balance,Crude oil,Industrial Production,2023,71118
Australia,Balance,Liquified Petroleum Gas,Net Deliveries,2022,58
Austria,Balance,Liquified Petroleum Gas,Net Deliveries,2022,7.008
Belgium,Balance,Liquified Petroleum Gas,Net Deliveries,2022,204.7
Canada,Balance,Liquified Petroleum Gas,Net Deliveries,2022,745.87
Chile,Balance,Liquified Petroleum Gas,Net Deliveries,2022,93.559
Czech Republic,Balance,Liquified Petroleum Gas,Net Deliveries,2022,31
Denmark,Balance,Liquified Petroleum Gas,Net Deliveries,2022,6
Estonia,Balance,Liquified Petroleum Gas,Net Deliveries,2022,1
Finland,Balance,Liquified Petroleum Gas,Net Deliveries,2022,73
France,Balance,Liquified Petroleum Gas,Net Deliveries,2022,207
Germany,Balance,Liquified Petroleum Gas,Net Deliveries,2022,243.614
Greece,Balance,Liquified Petroleum Gas,Net Deliveries,2022,48.746
Hungary,Balance,Liquified Petroleum Gas,Net Deliveries,2022,32
Iceland,Balance,Liquified Petroleum Gas,Net Deliveries,2022,0.252
Ireland,Balance,Liquified Petroleum Gas,Net Deliveries,2022,17.094
Israel,Balance,Liquified Petroleum Gas,Net Deliveries,2022,52
Italy,Balance,Liquified Petroleum Gas,Net Deliveries,2022,294.613
Japan,Balance,Liquified Petroleum Gas,Net Deliveries,2022,1277.354
South Korea,Balance,Liquified Petroleum Gas,Net Deliveries,2022,934.948
Latvia,Balance,Liquified Petroleum Gas,Net Deliveries,2022,8.23
Lithuania,Balance,Liquified Petroleum Gas,Net Deliveries,2022,12.1
Luxembourg,Balance,Liquified Petroleum Gas,Net Deliveries,2022,0
Mexico,Balance,Liquified Petroleum Gas,Net Deliveries,2022,466
Netherlands,Balance,Liquified Petroleum Gas,Net Deliveries,2022,198.02
Norway,Balance,Liquified Petroleum Gas,Net Deliveries,2022,113.109
New Zealand,Balance,Liquified Petroleum Gas,Net Deliveries,2022,15
Poland,Balance,Liquified Petroleum Gas,Net Deliveries,2022,233.572
Portugal,Balance,Liquified Petroleum Gas,Net Deliveries,2022,41.531
Slovakia,Balance,Liquified Petroleum Gas,Net Deliveries,2022,11.233
Slovenia,Balance,Liquified Petroleum Gas,Net Deliveries,2022,8
Spain,Balance,Liquified Petroleum Gas,Net Deliveries,2022,203.192
Sweden,Balance,Liquified Petroleum Gas,Net Deliveries,2022,72.565
Switzerland,Balance,Liquified Petroleum Gas,Net Deliveries,2022,12.845
Türkiye,Balance,Liquified Petroleum Gas,Net Deliveries,2022,356.949
United Kingdom,Balance,Liquified Petroleum Gas,Net Deliveries,2022,200
United States,Balance,Liquified Petroleum Gas,Net Deliveries,2022,3066
Australia,Balance,Liquified Petroleum Gas,Net Deliveries,2023,50
Austria,Balance,Liquified Petroleum Gas,Net Deliveries,2023,6.332
Belgium,Balance,Liquified Petroleum Gas,Net Deliveries,2023,213.9
Canada,Balance,Liquified Petroleum Gas,Net Deliveries,2023,805.848
Chile,Balance,Liquified Petroleum Gas,Net Deliveries,2023,104.653
Czech Republic,Balance,Liquified Petroleum Gas,Net Deliveries,2023,37
Denmark,Balance,Liquified Petroleum Gas,Net Deliveries,2023,6
Estonia,Balance,Liquified Petroleum Gas,Net Deliveries,2023,1
Finland,Balance,Liquified Petroleum Gas,Net Deliveries,2023,73
France,Balance,Liquified Petroleum Gas,Net Deliveries,2023,288
Germany,Balance,Liquified Petroleum Gas,Net Deliveries,2023,216.074
Greece,Balance,Liquified Petroleum Gas,Net Deliveries,2023,47
Hungary,Balance,Liquified Petroleum Gas,Net Deliveries,2023,32
Iceland,Balance,Liquified Petroleum Gas,Net Deliveries,2023,0.136
Ireland,Balance,Liquified Petroleum Gas,Net Deliveries,2023,17.313
Israel,Balance,Liquified Petroleum Gas,Net Deliveries,2023,44
Italy,Balance,Liquified Petroleum Gas,Net Deliveries,2023,310.035
Japan,Balance,Liquified Petroleum Gas,Net Deliveries,2023,1191.432
South Korea,Balance,Liquified Petroleum Gas,Net Deliveries,2023,802.443
Latvia,Balance,Liquified Petroleum Gas,Net Deliveries,2023,10.534
Lithuania,Balance,Liquified Petroleum Gas,Net Deliveries,2023,16
Luxembourg,Balance,Liquified Petroleum Gas,Net Deliveries,2023,0
Mexico,Balance,Liquified Petroleum Gas,Net Deliveries,2023,521
Netherlands,Balance,Liquified Petroleum Gas,Net Deliveries,2023,204.692
Norway,Balance,Liquified Petroleum Gas,Net Deliveries,2023,237.771
New Zealand,Balance,Liquified Petroleum Gas,Net Deliveries,2023,15
Poland,Balance,Liquified Petroleum Gas,Net Deliveries,2023,203.18
Portugal,Balance,Liquified Petroleum Gas,Net Deliveries,2023,43.872
Slovakia,Balance,Liquified Petroleum Gas,Net Deliveries,2023,9.612
Slovenia,Balance,Liquified Petroleum Gas,Net Deliveries,2023,7
Spain,Balance,Liquified Petroleum Gas,Net Deliveries,2023,187.44
Sweden,Balance,Liquified Petroleum Gas,Net Deliveries,2023,75.997
Switzerland,Balance,Liquified Petroleum Gas,Net Deliveries,2023,12.282
Türkiye,Balance,Liquified Petroleum Gas,Net Deliveries,2023,340.967
United Kingdom,Balance,Liquified Petroleum Gas,Net Deliveries,2023,184
United States,Balance,Liquified Petroleum Gas,Net Deliveries,2023,1612
Australia,Balance,Naphtha,Net Deliveries,2022,0
Austria,Balance,Naphtha,Net Deliveries,2022,78.529
Belgium,Balance,Naphtha,Net Deliveries,2022,304.2
Canada,Balance,Naphtha,Net Deliveries,2022,94.944
Chile,Balance,Naphtha,Net Deliveries,2022,2.384
Czech Republic,Balance,Naphtha,Net Deliveries,2022,80
Denmark,Balance,Naphtha,Net Deliveries,2022,0
Estonia,Balance,Naphtha,Net Deliveries,2022,0
Finland,Balance,Naphtha,Net Deliveries,2022,0
France,Balance,Naphtha,Net Deliveries,2022,295
Germany,Balance,Naphtha,Net Deliveries,2022,800.016
Greece,Balance,Naphtha,Net Deliveries,2022,4.48
Hungary,Balance,Naphtha,Net Deliveries,2022,95
Iceland,Balance,Naphtha,Net Deliveries,2022,0
Ireland,Balance,Naphtha,Net Deliveries,2022,0
Israel,Balance,Naphtha,Net Deliveries,2022,42
Italy,Balance,Naphtha,Net Deliveries,2022,246.517
Japan,Balance,Naphtha,Net Deliveries,2022,2499.256
South Korea,Balance,Naphtha,Net Deliveries,2022,3436.807
Latvia,Balance,Naphtha,Net Deliveries,2022,0
Lithuania,Balance,Naphtha,Net Deliveries,2022,0
Luxembourg,Balance,Naphtha,Net Deliveries,2022,0
Mexico,Balance,Naphtha,Net Deliveries,2022,85
Netherlands,Balance,Naphtha,Net Deliveries,2022,440.576
Norway,Balance,Naphtha,Net Deliveries,2022,0
New Zealand,Balance,Naphtha,Net Deliveries,2022,0
Poland,Balance,Naphtha,Net Deliveries,2022,120.551
Portugal,Balance,Naphtha,Net Deliveries,2022,0.607
Slovakia,Balance,Naphtha,Net Deliveries,2022,34.98
Slovenia,Balance,Naphtha,Net Deliveries,2022,0
Spain,Balance,Naphtha,Net Deliveries,2022,145.307
Sweden,Balance,Naphtha,Net Deliveries,2022,17.102
Switzerland,Balance,Naphtha,Net Deliveries,2022,0.6
Türkiye,Balance,Naphtha,Net Deliveries,2022,108.297
United Kingdom,Balance,Naphtha,Net Deliveries,2022,5
United States,Balance,Naphtha,Net Deliveries,2022,484
Australia,Balance,Naphtha,Net Deliveries,2023,0
Austria,Balance,Naphtha,Net Deliveries,2023,74.639
Belgium,Balance,Naphtha,Net Deliveries,2023,263.5
Canada,Balance,Naphtha,Net Deliveries,2023,134.148
Chile,Balance,Naphtha,Net Deliveries,2023,4.782
Czech Republic,Balance,Naphtha,Net Deliveries,2023,95
Denmark,Balance,Naphtha,Net Deliveries,2023,0
Estonia,Balance,Naphtha,Net Deliveries,2023,0
Finland,Balance,Naphtha,Net Deliveries,2023,0
France,Balance,Naphtha,Net Deliveries,2023,306
Germany,Balance,Naphtha,Net Deliveries,2023,797.021
Greece,Balance,Naphtha,Net Deliveries,2023,2
Hungary,Balance,Naphtha,Net Deliveries,2023,67
Iceland,Balance,Naphtha,Net Deliveries,2023,0
Ireland,Balance,Naphtha,Net Deliveries,2023,0
Israel,Balance,Naphtha,Net Deliveries,2023,42
Italy,Balance,Naphtha,Net Deliveries,2023,154.949
Japan,Balance,Naphtha,Net Deliveries,2023,2400.293
South Korea,Balance,Naphtha,Net Deliveries,2023,3384.97
Latvia,Balance,Naphtha,Net Deliveries,2023,0
Lithuania,Balance,Naphtha,Net Deliveries,2023,0
Luxembourg,Balance,Naphtha,Net Deliveries,2023,0
Mexico,Balance,Naphtha,Net Deliveries,2023,99
Netherlands,Balance,Naphtha,Net Deliveries,2023,460.558
Norway,Balance,Naphtha,Net Deliveries,2023,0
New Zealand,Balance,Naphtha,Net Deliveries,2023,0
Poland,Balance,Naphtha,Net Deliveries,2023,102.733
Portugal,Balance,Naphtha,Net Deliveries,2023,0.626
Slovakia,Balance,Naphtha,Net Deliveries,2023,41.103
Slovenia,Balance,Naphtha,Net Deliveries,2023,0
Spain,Balance,Naphtha,Net Deliveries,2023,134.563
Sweden,Balance,Naphtha,Net Deliveries,2023,17.705
Switzerland,Balance,Naphtha,Net Deliveries,2023,0
Türkiye,Balance,Naphtha,Net Deliveries,2023,152.655
United Kingdom,Balance,Naphtha,Net Deliveries,2023,3
United States,Balance,Naphtha,Net Deliveries,2023,575
Australia,Balance,Total gas oil production,Net Deliveries,2022,1075.634
Austria,Balance,Total gas oil production,Net Deliveries,2022,121.234
Belgium,Balance,Total gas oil production,Net Deliveries,2022,180
Canada,Balance,Total gas oil production,Net Deliveries,2022,2734.391
Chile,Balance,Total gas oil production,Net Deliveries,2022,351.152
Czech Republic,Balance,Total gas oil production,Net Deliveries,2022,127
Denmark,Balance,Total gas oil production,Net Deliveries,2022,107
Estonia,Balance,Total gas oil production,Net Deliveries,2022,16
Finland,Balance,Total gas oil production,Net Deliveries,2022,103
France,Balance,Total gas oil production,Net Deliveries,2022,826
Germany,Balance,Total gas oil production,Net Deliveries,2022,1229.233
Greece,Balance,Total gas oil production,Net Deliveries,2022,186.654
Hungary,Balance,Total gas oil production,Net Deliveries,2022,135
Iceland,Balance,Total gas oil production,Net Deliveries,2022,5.539
Ireland,Balance,Total gas oil production,Net Deliveries,2022,59.345
Israel,Balance,Total gas oil production,Net Deliveries,2022,279
Italy,Balance,Total gas oil production,Net Deliveries,2022,648.006
Japan,Balance,Total gas oil production,Net Deliveries,2022,2665.639
South Korea,Balance,Total gas oil production,Net Deliveries,2022,938.652
Latvia,Balance,Total gas oil production,Net Deliveries,2022,12.479
Lithuania,Balance,Total gas oil production,Net Deliveries,2022,23.4
Luxembourg,Balance,Total gas oil production,Net Deliveries,2022,30.131
Mexico,Balance,Total gas oil production,Net Deliveries,2022,2388
Netherlands,Balance,Total gas oil production,Net Deliveries,2022,372.134
Norway,Balance,Total gas oil production,Net Deliveries,2022,52.818
New Zealand,Balance,Total gas oil production,Net Deliveries,2022,221
Poland,Balance,Total gas oil production,Net Deliveries,2022,441.248
Portugal,Balance,Total gas oil production,Net Deliveries,2022,93.117
Slovakia,Balance,Total gas oil production,Net Deliveries,2022,62.424
Slovenia,Balance,Total gas oil production,Net Deliveries,2022,33
Spain,Balance,Total gas oil production,Net Deliveries,2022,525.463
Sweden,Balance,Total gas oil production,Net Deliveries,2022,178.352
